"task_id","asset_id","location_id","corridor","task_type","description","severity","failure_probability","asset_criticality","traffic_impact","estimated_duration_minutes","required_department","earliest_start","deadline","status","priority_score"
"TSK-0398","AST-0199","LOC-034","Goa: Madgaon-Vasco","Condition Monitoring","Synthetic demo: Track at LOC-034","Critical","0.15","Critical","High","56","Engineering","2026-09-08 18:00:00","2026-09-16 18:00:00","Pending",""
"TSK-0399","AST-0200","LOC-034","Goa: Madgaon-Vasco","Corrective Maintenance","Synthetic demo: Turnout at LOC-034","Critical","0.16","Medium","Low","73","Engineering","2026-09-08 21:00:00","2026-09-17 21:00:00","Pending",""
"TSK-0400","AST-0200","LOC-034","Goa: Madgaon-Vasco","Inspection","Synthetic demo: Turnout at LOC-034","Medium","0.17","Medium","Medium","90","Engineering","2026-09-09 00:00:00","2026-09-19 00:00:00","Pending",""
"TSK-0401","AST-0201","LOC-034","Goa: Madgaon-Vasco","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-034","Medium","0.18","High","High","36","Traction Distribution","2026-09-09 03:00:00","2026-09-20 03:00:00","Pending",""
"TSK-0402","AST-0201","LOC-034","Goa: Madgaon-Vasco","Condition Monitoring","Synthetic demo: OHE Mast at LOC-034","Critical","0.19","High","Low","53","Traction Distribution","2026-09-09 06:00:00","2026-09-21 06:00:00","Pending",""
"TSK-0403","AST-0202","LOC-034","Goa: Madgaon-Vasco","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-034","Critical","0.2","High","Medium","70","Traction Distribution","2026-09-09 09:00:00","2026-09-22 09:00:00","In Progress",""
"TSK-0404","AST-0202","LOC-034","Goa: Madgaon-Vasco","Inspection","Synthetic demo: Traction Substation at LOC-034","Medium","0.21","High","High","87","Traction Distribution","2026-09-09 12:00:00","2026-09-23 12:00:00","Pending",""
"TSK-0405","AST-0203","LOC-034","Goa: Madgaon-Vasco","Preventive Maintenance","Synthetic demo: Signal at LOC-034","Medium","0.22","Critical","Low","104","Signal & Telecommunication","2026-09-09 15:00:00","2026-09-24 15:00:00","Pending",""
"TSK-0406","AST-0203","LOC-034","Goa: Madgaon-Vasco","Condition Monitoring","Synthetic demo: Signal at LOC-034","Critical","0.23","Critical","Medium","50","Signal & Telecommunication","2026-09-09 18:00:00","2026-09-11 18:00:00","Pending",""
"TSK-0407","AST-0204","LOC-034","Goa: Madgaon-Vasco","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-034","Critical","0.24","Medium","High","67","Signal & Telecommunication","2026-09-09 21:00:00","2026-09-12 21:00:00","Pending",""
"TSK-0408","AST-0204","LOC-034","Goa: Madgaon-Vasco","Inspection","Synthetic demo: Axle Counter at LOC-034","Medium","0.25","Medium","Low","84","Signal & Telecommunication","2026-09-10 00:00:00","2026-09-14 00:00:00","Scheduled",""
"TSK-0409","AST-0205","LOC-035","Goa: Madgaon-Vasco","Preventive Maintenance","Synthetic demo: Track at LOC-035","Medium","0.26","High","Medium","101","Engineering","2026-09-10 03:00:00","2026-09-15 03:00:00","Pending",""
"TSK-0410","AST-0205","LOC-035","Goa: Madgaon-Vasco","Condition Monitoring","Synthetic demo: Track at LOC-035","Critical","0.27","High","High","47","Engineering","2026-09-10 06:00:00","2026-09-16 06:00:00","Pending",""
"TSK-0411","AST-0206","LOC-035","Goa: Madgaon-Vasco","Corrective Maintenance","Synthetic demo: Turnout at LOC-035","Critical","0.28","High","Low","64","Engineering","2026-09-10 09:00:00","2026-09-17 09:00:00","Pending",""
"TSK-0412","AST-0206","LOC-035","Goa: Madgaon-Vasco","Inspection","Synthetic demo: Turnout at LOC-035","Medium","0.29","High","Medium","81","Engineering","2026-09-10 12:00:00","2026-09-18 12:00:00","Pending",""
"TSK-0413","AST-0207","LOC-035","Goa: Madgaon-Vasco","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-035","Medium","0.3","Critical","High","98","Traction Distribution","2026-09-10 15:00:00","2026-09-19 15:00:00","Pending",""
"TSK-0414","AST-0207","LOC-035","Goa: Madgaon-Vasco","Condition Monitoring","Synthetic demo: OHE Mast at LOC-035","Critical","0.31","Critical","Low","44","Traction Distribution","2026-09-10 18:00:00","2026-09-20 18:00:00","Pending",""
"TSK-0415","AST-0208","LOC-035","Goa: Madgaon-Vasco","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-035","Critical","0.32","Medium","Medium","61","Traction Distribution","2026-09-10 21:00:00","2026-09-21 21:00:00","Pending",""
"TSK-0416","AST-0208","LOC-035","Goa: Madgaon-Vasco","Inspection","Synthetic demo: Traction Substation at LOC-035","Medium","0.33","Medium","High","78","Traction Distribution","2026-09-11 00:00:00","2026-09-23 00:00:00","In Progress",""
"TSK-0417","AST-0209","LOC-035","Goa: Madgaon-Vasco","Preventive Maintenance","Synthetic demo: Signal at LOC-035","Medium","0.34","High","Low","95","Signal & Telecommunication","2026-09-11 03:00:00","2026-09-24 03:00:00","Pending",""
"TSK-0418","AST-0209","LOC-035","Goa: Madgaon-Vasco","Condition Monitoring","Synthetic demo: Signal at LOC-035","Critical","0.35","High","Medium","41","Signal & Telecommunication","2026-09-11 06:00:00","2026-09-25 06:00:00","Pending",""
"TSK-0419","AST-0210","LOC-035","Goa: Madgaon-Vasco","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-035","Critical","0.36","High","High","58","Signal & Telecommunication","2026-09-11 09:00:00","2026-09-26 09:00:00","Pending",""
"TSK-0420","AST-0210","LOC-035","Goa: Madgaon-Vasco","Inspection","Synthetic demo: Axle Counter at LOC-035","Medium","0.37","High","Low","75","Signal & Telecommunication","2026-09-11 12:00:00","2026-09-13 12:00:00","Pending",""
"TSK-0421","AST-0211","LOC-036","Goa: Madgaon-Vasco","Preventive Maintenance","Synthetic demo: Track at LOC-036","Medium","0.38","Critical","Medium","92","Engineering","2026-09-11 15:00:00","2026-09-14 15:00:00","Pending",""
"TSK-0422","AST-0211","LOC-036","Goa: Madgaon-Vasco","Condition Monitoring","Synthetic demo: Track at LOC-036","Critical","0.39","Critical","High","38","Engineering","2026-09-11 18:00:00","2026-09-15 18:00:00","Pending",""
"TSK-0423","AST-0212","LOC-036","Goa: Madgaon-Vasco","Corrective Maintenance","Synthetic demo: Turnout at LOC-036","Critical","0.4","Medium","Low","55","Engineering","2026-09-11 21:00:00","2026-09-16 21:00:00","Pending",""
"TSK-0424","AST-0212","LOC-036","Goa: Madgaon-Vasco","Inspection","Synthetic demo: Turnout at LOC-036","Medium","0.41","Medium","Medium","72","Engineering","2026-09-12 00:00:00","2026-09-18 00:00:00","Pending",""
"TSK-0425","AST-0213","LOC-036","Goa: Madgaon-Vasco","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-036","Medium","0.42","High","High","89","Traction Distribution","2026-09-12 03:00:00","2026-09-19 03:00:00","Scheduled",""
"TSK-0426","AST-0213","LOC-036","Goa: Madgaon-Vasco","Condition Monitoring","Synthetic demo: OHE Mast at LOC-036","Critical","0.43","High","Low","35","Traction Distribution","2026-09-12 06:00:00","2026-09-20 06:00:00","Pending",""
"TSK-0427","AST-0214","LOC-036","Goa: Madgaon-Vasco","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-036","Critical","0.44","High","Medium","52","Traction Distribution","2026-09-12 09:00:00","2026-09-21 09:00:00","Pending",""
"TSK-0428","AST-0214","LOC-036","Goa: Madgaon-Vasco","Inspection","Synthetic demo: Traction Substation at LOC-036","Medium","0.45","High","High","69","Traction Distribution","2026-09-12 12:00:00","2026-09-22 12:00:00","Pending",""
"TSK-0429","AST-0215","LOC-036","Goa: Madgaon-Vasco","Preventive Maintenance","Synthetic demo: Signal at LOC-036","Medium","0.46","Critical","Low","86","Signal & Telecommunication","2026-09-12 15:00:00","2026-09-23 15:00:00","In Progress",""
"TSK-0430","AST-0215","LOC-036","Goa: Madgaon-Vasco","Condition Monitoring","Synthetic demo: Signal at LOC-036","Critical","0.47","Critical","Medium","103","Signal & Telecommunication","2026-09-12 18:00:00","2026-09-24 18:00:00","Pending",""
"TSK-0431","AST-0216","LOC-036","Goa: Madgaon-Vasco","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-036","Critical","0.48","Medium","High","49","Signal & Telecommunication","2026-09-12 21:00:00","2026-09-25 21:00:00","Pending",""
"TSK-0432","AST-0216","LOC-036","Goa: Madgaon-Vasco","Inspection","Synthetic demo: Axle Counter at LOC-036","Medium","0.49","Medium","Low","66","Signal & Telecommunication","2026-09-13 00:00:00","2026-09-27 00:00:00","Pending",""
"TSK-0433","AST-0217","LOC-037","Gujarat: Ahmedabad-Vadodara","Preventive Maintenance","Synthetic demo: Track at LOC-037","Medium","0.5","High","Medium","83","Engineering","2026-09-13 03:00:00","2026-09-28 03:00:00","Pending",""
"TSK-0434","AST-0217","LOC-037","Gujarat: Ahmedabad-Vadodara","Condition Monitoring","Synthetic demo: Track at LOC-037","Critical","0.51","High","High","100","Engineering","2026-09-13 06:00:00","2026-09-15 06:00:00","Pending",""
"TSK-0435","AST-0218","LOC-037","Gujarat: Ahmedabad-Vadodara","Corrective Maintenance","Synthetic demo: Turnout at LOC-037","Critical","0.52","High","Low","46","Engineering","2026-09-13 09:00:00","2026-09-16 09:00:00","Pending",""
"TSK-0436","AST-0218","LOC-037","Gujarat: Ahmedabad-Vadodara","Inspection","Synthetic demo: Turnout at LOC-037","Medium","0.53","High","Medium","63","Engineering","2026-09-13 12:00:00","2026-09-17 12:00:00","Pending",""
"TSK-0437","AST-0219","LOC-037","Gujarat: Ahmedabad-Vadodara","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-037","Medium","0.54","Critical","High","80","Traction Distribution","2026-09-13 15:00:00","2026-09-18 15:00:00","Pending",""
"TSK-0438","AST-0219","LOC-037","Gujarat: Ahmedabad-Vadodara","Condition Monitoring","Synthetic demo: OHE Mast at LOC-037","Critical","0.55","Critical","Low","97","Traction Distribution","2026-09-13 18:00:00","2026-09-19 18:00:00","Pending",""
"TSK-0439","AST-0220","LOC-037","Gujarat: Ahmedabad-Vadodara","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-037","Critical","0.56","Medium","Medium","43","Traction Distribution","2026-09-13 21:00:00","2026-09-20 21:00:00","Pending",""
"TSK-0440","AST-0220","LOC-037","Gujarat: Ahmedabad-Vadodara","Inspection","Synthetic demo: Traction Substation at LOC-037","Medium","0.57","Medium","High","60","Traction Distribution","2026-09-14 00:00:00","2026-09-22 00:00:00","Pending",""
"TSK-0441","AST-0221","LOC-037","Gujarat: Ahmedabad-Vadodara","Preventive Maintenance","Synthetic demo: Signal at LOC-037","Medium","0.58","High","Low","77","Signal & Telecommunication","2026-09-14 03:00:00","2026-09-23 03:00:00","Pending",""
"TSK-0442","AST-0221","LOC-037","Gujarat: Ahmedabad-Vadodara","Condition Monitoring","Synthetic demo: Signal at LOC-037","Critical","0.59","High","Medium","94","Signal & Telecommunication","2026-09-14 06:00:00","2026-09-24 06:00:00","In Progress",""
"TSK-0443","AST-0222","LOC-037","Gujarat: Ahmedabad-Vadodara","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-037","Critical","0.6","High","High","40","Signal & Telecommunication","2026-09-14 09:00:00","2026-09-25 09:00:00","Pending",""
"TSK-0444","AST-0222","LOC-037","Gujarat: Ahmedabad-Vadodara","Inspection","Synthetic demo: Axle Counter at LOC-037","Medium","0.61","High","Low","57","Signal & Telecommunication","2026-09-14 12:00:00","2026-09-26 12:00:00","Pending",""
"TSK-0445","AST-0223","LOC-038","Gujarat: Ahmedabad-Vadodara","Preventive Maintenance","Synthetic demo: Track at LOC-038","Medium","0.62","Critical","Medium","74","Engineering","2026-09-14 15:00:00","2026-09-27 15:00:00","Pending",""
"TSK-0446","AST-0223","LOC-038","Gujarat: Ahmedabad-Vadodara","Condition Monitoring","Synthetic demo: Track at LOC-038","Critical","0.63","Critical","High","91","Engineering","2026-09-14 18:00:00","2026-09-28 18:00:00","Pending",""
"TSK-0447","AST-0224","LOC-038","Gujarat: Ahmedabad-Vadodara","Corrective Maintenance","Synthetic demo: Turnout at LOC-038","Critical","0.64","Medium","Low","37","Engineering","2026-09-14 21:00:00","2026-09-29 21:00:00","Pending",""
"TSK-0448","AST-0224","LOC-038","Gujarat: Ahmedabad-Vadodara","Inspection","Synthetic demo: Turnout at LOC-038","Medium","0.65","Medium","Medium","54","Engineering","2026-09-15 00:00:00","2026-09-17 00:00:00","Pending",""
"TSK-0449","AST-0225","LOC-038","Gujarat: Ahmedabad-Vadodara","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-038","Medium","0.66","High","High","71","Traction Distribution","2026-09-15 03:00:00","2026-09-18 03:00:00","Pending",""
"TSK-0450","AST-0225","LOC-038","Gujarat: Ahmedabad-Vadodara","Condition Monitoring","Synthetic demo: OHE Mast at LOC-038","Critical","0.67","High","Low","88","Traction Distribution","2026-09-15 06:00:00","2026-09-19 06:00:00","Pending",""
"TSK-0451","AST-0226","LOC-038","Gujarat: Ahmedabad-Vadodara","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-038","Critical","0.68","High","Medium","105","Traction Distribution","2026-09-15 09:00:00","2026-09-20 09:00:00","Pending",""
"TSK-0452","AST-0226","LOC-038","Gujarat: Ahmedabad-Vadodara","Inspection","Synthetic demo: Traction Substation at LOC-038","Medium","0.69","High","High","51","Traction Distribution","2026-09-15 12:00:00","2026-09-21 12:00:00","Pending",""
"TSK-0453","AST-0227","LOC-038","Gujarat: Ahmedabad-Vadodara","Preventive Maintenance","Synthetic demo: Signal at LOC-038","Medium","0.7","Critical","Low","68","Signal & Telecommunication","2026-09-15 15:00:00","2026-09-22 15:00:00","Pending",""
"TSK-0454","AST-0227","LOC-038","Gujarat: Ahmedabad-Vadodara","Condition Monitoring","Synthetic demo: Signal at LOC-038","Critical","0.71","Critical","Medium","85","Signal & Telecommunication","2026-09-15 18:00:00","2026-09-23 18:00:00","Pending",""
"TSK-0455","AST-0228","LOC-038","Gujarat: Ahmedabad-Vadodara","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-038","Critical","0.72","Medium","High","102","Signal & Telecommunication","2026-09-15 21:00:00","2026-09-24 21:00:00","In Progress",""
"TSK-0456","AST-0228","LOC-038","Gujarat: Ahmedabad-Vadodara","Inspection","Synthetic demo: Axle Counter at LOC-038","Medium","0.73","Medium","Low","48","Signal & Telecommunication","2026-09-16 00:00:00","2026-09-26 00:00:00","Pending",""
"TSK-0457","AST-0229","LOC-039","Gujarat: Ahmedabad-Vadodara","Preventive Maintenance","Synthetic demo: Track at LOC-039","Medium","0.74","High","Medium","65","Engineering","2026-09-16 03:00:00","2026-09-27 03:00:00","Pending",""
"TSK-0458","AST-0229","LOC-039","Gujarat: Ahmedabad-Vadodara","Condition Monitoring","Synthetic demo: Track at LOC-039","Critical","0.75","High","High","82","Engineering","2026-09-16 06:00:00","2026-09-28 06:00:00","Pending",""
"TSK-0459","AST-0230","LOC-039","Gujarat: Ahmedabad-Vadodara","Corrective Maintenance","Synthetic demo: Turnout at LOC-039","Critical","0.76","High","Low","99","Engineering","2026-09-16 09:00:00","2026-09-29 09:00:00","Scheduled",""
"TSK-0460","AST-0230","LOC-039","Gujarat: Ahmedabad-Vadodara","Inspection","Synthetic demo: Turnout at LOC-039","Medium","0.77","High","Medium","45","Engineering","2026-09-16 12:00:00","2026-09-30 12:00:00","Pending",""
"TSK-0461","AST-0231","LOC-039","Gujarat: Ahmedabad-Vadodara","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-039","Medium","0.78","Critical","High","62","Traction Distribution","2026-09-16 15:00:00","2026-10-01 15:00:00","Pending",""
"TSK-0462","AST-0231","LOC-039","Gujarat: Ahmedabad-Vadodara","Condition Monitoring","Synthetic demo: OHE Mast at LOC-039","Critical","0.79","Critical","Low","79","Traction Distribution","2026-09-16 18:00:00","2026-09-18 18:00:00","Pending",""
"TSK-0463","AST-0232","LOC-039","Gujarat: Ahmedabad-Vadodara","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-039","Critical","0.8","Medium","Medium","96","Traction Distribution","2026-09-16 21:00:00","2026-09-19 21:00:00","Pending",""
"TSK-0464","AST-0232","LOC-039","Gujarat: Ahmedabad-Vadodara","Inspection","Synthetic demo: Traction Substation at LOC-039","Medium","0.81","Medium","High","42","Traction Distribution","2026-09-17 00:00:00","2026-09-21 00:00:00","Pending",""
"TSK-0465","AST-0233","LOC-039","Gujarat: Ahmedabad-Vadodara","Preventive Maintenance","Synthetic demo: Signal at LOC-039","Medium","0.82","High","Low","59","Signal & Telecommunication","2026-09-17 03:00:00","2026-09-22 03:00:00","Pending",""
"TSK-0466","AST-0233","LOC-039","Gujarat: Ahmedabad-Vadodara","Condition Monitoring","Synthetic demo: Signal at LOC-039","Critical","0.83","High","Medium","76","Signal & Telecommunication","2026-09-17 06:00:00","2026-09-23 06:00:00","Pending",""
"TSK-0467","AST-0234","LOC-039","Gujarat: Ahmedabad-Vadodara","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-039","Critical","0.84","High","High","93","Signal & Telecommunication","2026-09-17 09:00:00","2026-09-24 09:00:00","Pending",""
"TSK-0468","AST-0234","LOC-039","Gujarat: Ahmedabad-Vadodara","Inspection","Synthetic demo: Axle Counter at LOC-039","Medium","0.85","High","Low","39","Signal & Telecommunication","2026-09-17 12:00:00","2026-09-25 12:00:00","In Progress",""
"TSK-0469","AST-0235","LOC-040","Gujarat: Ahmedabad-Vadodara","Preventive Maintenance","Synthetic demo: Track at LOC-040","Medium","0.86","Critical","Medium","56","Engineering","2026-09-17 15:00:00","2026-09-26 15:00:00","Pending",""
"TSK-0470","AST-0235","LOC-040","Gujarat: Ahmedabad-Vadodara","Condition Monitoring","Synthetic demo: Track at LOC-040","Critical","0.87","Critical","High","73","Engineering","2026-09-17 18:00:00","2026-09-27 18:00:00","Pending",""
"TSK-0471","AST-0236","LOC-040","Gujarat: Ahmedabad-Vadodara","Corrective Maintenance","Synthetic demo: Turnout at LOC-040","Critical","0.88","Medium","Low","90","Engineering","2026-09-17 21:00:00","2026-09-28 21:00:00","Pending",""
"TSK-0472","AST-0236","LOC-040","Gujarat: Ahmedabad-Vadodara","Inspection","Synthetic demo: Turnout at LOC-040","Medium","0.89","Medium","Medium","36","Engineering","2026-09-18 00:00:00","2026-09-30 00:00:00","Pending",""
"TSK-0473","AST-0237","LOC-040","Gujarat: Ahmedabad-Vadodara","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-040","Medium","0.9","High","High","53","Traction Distribution","2026-09-18 03:00:00","2026-10-01 03:00:00","Pending",""
"TSK-0474","AST-0237","LOC-040","Gujarat: Ahmedabad-Vadodara","Condition Monitoring","Synthetic demo: OHE Mast at LOC-040","Critical","0.12","High","Low","70","Traction Distribution","2026-09-18 06:00:00","2026-10-02 06:00:00","Pending",""
