asset_type,asset_condition,asset_criticality,asset_status,severity,task_type,traffic_impact,department,corridor,duration_minutes,simulated_failure_signal,days_since_maintenance,days_to_next_maintenance,deadline_hours,observation,failure_within_30_days
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Assam: Guwahati-Dibrugarh,63.0,0.85,146,33,792.0,2,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,80.0,0.86,115,65,819.0,0,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,80.0,0.86,115,65,819.0,1,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,80.0,0.86,115,65,819.0,2,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,97.0,0.87,115,65,510.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,97.0,0.87,115,65,510.0,1,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,97.0,0.87,115,65,510.0,2,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,43.0,0.88,83,5,537.0,0,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,43.0,0.88,83,5,537.0,1,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,43.0,0.88,83,5,537.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,60.0,0.89,83,5,564.0,0,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,60.0,0.89,83,5,564.0,1,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,60.0,0.89,83,5,564.0,2,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,77.0,0.9,52,36,591.0,0,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,77.0,0.9,52,36,591.0,1,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,77.0,0.9,52,36,591.0,2,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,94.0,0.12,52,36,618.0,0,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,94.0,0.12,52,36,618.0,1,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,94.0,0.12,52,36,618.0,2,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,40.0,0.13,173,68,645.0,0,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,40.0,0.13,173,68,645.0,1,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,40.0,0.13,173,68,645.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,57.0,0.14,173,68,672.0,0,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,57.0,0.14,173,68,672.0,1,1
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,57.0,0.14,173,68,672.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,74.0,0.15,141,8,699.0,0,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,74.0,0.15,141,8,699.0,1,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,74.0,0.15,141,8,699.0,2,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Assam: Guwahati-Dibrugarh,91.0,0.16,141,8,726.0,0,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Assam: Guwahati-Dibrugarh,91.0,0.16,141,8,726.0,1,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Assam: Guwahati-Dibrugarh,91.0,0.16,141,8,726.0,2,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Assam: Guwahati-Dibrugarh,37.0,0.17,110,39,753.0,0,0
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Assam: Guwahati-Dibrugarh,37.0,0.17,110,39,753.0,1,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Assam: Guwahati-Dibrugarh,37.0,0.17,110,39,753.0,2,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Assam: Guwahati-Dibrugarh,54.0,0.18,110,39,780.0,0,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Assam: Guwahati-Dibrugarh,54.0,0.18,110,39,780.0,1,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Assam: Guwahati-Dibrugarh,54.0,0.18,110,39,780.0,2,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,71.0,0.19,78,71,807.0,0,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,71.0,0.19,78,71,807.0,1,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,71.0,0.19,78,71,807.0,2,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,88.0,0.2,78,71,834.0,0,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,88.0,0.2,78,71,834.0,1,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,88.0,0.2,78,71,834.0,2,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,105.0,0.21,47,11,861.0,0,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,105.0,0.21,47,11,861.0,1,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,105.0,0.21,47,11,861.0,2,1
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,51.0,0.22,47,11,48.0,0,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,51.0,0.22,47,11,48.0,1,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,51.0,0.22,47,11,48.0,2,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,68.0,0.23,168,42,75.0,0,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,68.0,0.23,168,42,75.0,1,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,68.0,0.23,168,42,75.0,2,0
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,85.0,0.24,168,42,102.0,0,0
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,85.0,0.24,168,42,102.0,1,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,85.0,0.24,168,42,102.0,2,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,102.0,0.25,136,74,129.0,0,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,102.0,0.25,136,74,129.0,1,0
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,102.0,0.25,136,74,129.0,2,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,48.0,0.26,136,74,156.0,0,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,48.0,0.26,136,74,156.0,1,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,48.0,0.26,136,74,156.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,65.0,0.27,105,14,183.0,0,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,65.0,0.27,105,14,183.0,1,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,65.0,0.27,105,14,183.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Assam: Guwahati-Dibrugarh,82.0,0.28,105,14,210.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Assam: Guwahati-Dibrugarh,82.0,0.28,105,14,210.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Assam: Guwahati-Dibrugarh,82.0,0.28,105,14,210.0,2,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Assam: Guwahati-Dibrugarh,99.0,0.29,73,45,237.0,0,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Assam: Guwahati-Dibrugarh,99.0,0.29,73,45,237.0,1,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Assam: Guwahati-Dibrugarh,99.0,0.29,73,45,237.0,2,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Assam: Guwahati-Dibrugarh,45.0,0.3,73,45,264.0,0,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Assam: Guwahati-Dibrugarh,45.0,0.3,73,45,264.0,1,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Assam: Guwahati-Dibrugarh,45.0,0.3,73,45,264.0,2,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,62.0,0.31,42,77,291.0,0,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,62.0,0.31,42,77,291.0,1,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,62.0,0.31,42,77,291.0,2,0
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,79.0,0.32,42,77,318.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,79.0,0.32,42,77,318.0,1,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,79.0,0.32,42,77,318.0,2,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,96.0,0.33,163,17,345.0,0,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,96.0,0.33,163,17,345.0,1,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,96.0,0.33,163,17,345.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,42.0,0.34,163,17,372.0,0,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,42.0,0.34,163,17,372.0,1,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,42.0,0.34,163,17,372.0,2,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,59.0,0.35,131,48,399.0,0,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,59.0,0.35,131,48,399.0,1,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,59.0,0.35,131,48,399.0,2,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,76.0,0.36,131,48,90.0,0,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,76.0,0.36,131,48,90.0,1,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,76.0,0.36,131,48,90.0,2,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,93.0,0.37,100,80,117.0,0,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,93.0,0.37,100,80,117.0,1,1
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,93.0,0.37,100,80,117.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,39.0,0.38,100,80,144.0,0,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,39.0,0.38,100,80,144.0,1,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,39.0,0.38,100,80,144.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,56.0,0.39,68,20,171.0,0,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,56.0,0.39,68,20,171.0,1,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,56.0,0.39,68,20,171.0,2,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Assam: Guwahati-Dibrugarh,73.0,0.4,68,20,198.0,0,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Assam: Guwahati-Dibrugarh,73.0,0.4,68,20,198.0,1,0
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Assam: Guwahati-Dibrugarh,73.0,0.4,68,20,198.0,2,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Assam: Guwahati-Dibrugarh,90.0,0.41,37,51,225.0,0,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Assam: Guwahati-Dibrugarh,90.0,0.41,37,51,225.0,1,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Assam: Guwahati-Dibrugarh,90.0,0.41,37,51,225.0,2,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Assam: Guwahati-Dibrugarh,36.0,0.42,37,51,252.0,0,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Assam: Guwahati-Dibrugarh,36.0,0.42,37,51,252.0,1,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Assam: Guwahati-Dibrugarh,36.0,0.42,37,51,252.0,2,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,53.0,0.43,158,83,279.0,0,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,53.0,0.43,158,83,279.0,1,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,53.0,0.43,158,83,279.0,2,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,70.0,0.44,158,83,306.0,0,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,70.0,0.44,158,83,306.0,1,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,70.0,0.44,158,83,306.0,2,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,87.0,0.45,150,23,333.0,0,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,87.0,0.45,150,23,333.0,1,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,87.0,0.45,150,23,333.0,2,1
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,104.0,0.46,150,23,360.0,0,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,104.0,0.46,150,23,360.0,1,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Assam: Guwahati-Dibrugarh,104.0,0.46,150,23,360.0,2,1
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,50.0,0.47,119,54,387.0,0,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,50.0,0.47,119,54,387.0,1,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Assam: Guwahati-Dibrugarh,50.0,0.47,119,54,387.0,2,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,67.0,0.48,119,54,414.0,0,0
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,67.0,0.48,119,54,414.0,1,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Assam: Guwahati-Dibrugarh,67.0,0.48,119,54,414.0,2,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,84.0,0.49,87,86,441.0,0,0
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,84.0,0.49,87,86,441.0,1,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Assam: Guwahati-Dibrugarh,84.0,0.49,87,86,441.0,2,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,101.0,0.5,87,86,132.0,0,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,101.0,0.5,87,86,132.0,1,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Assam: Guwahati-Dibrugarh,101.0,0.5,87,86,132.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,47.0,0.51,56,26,159.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,47.0,0.51,56,26,159.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Assam: Guwahati-Dibrugarh,47.0,0.51,56,26,159.0,2,0
